country,countrycode,ts,type,sport,event,medalist
Algeria,ALG,2016-08-21T00:04:00Z,Silver,Athletics,Men's 1500m,Taoufik Makhloufi
Algeria,ALG,2016-08-16T01:47:00Z,Silver,Athletics,Men's 800m,Taoufik Makhloufi
Argentina,ARG,2016-08-18T21:27:52Z,Gold,Hockey,Men,Men's team
Argentina,ARG,2016-08-16T18:50:00Z,Gold,Sailing,Nacra 17 Mixed,Lange/Carranza Saroli
Argentina,ARG,2016-08-14T19:30:00Z,Silver,Tennis,Men's Singles,Juan Martin Del Potro
Argentina,ARG,2016-08-06T19:47:00Z,Gold,Judo,Women -48 kg,Paula Pareto
Armenia,ARM,2016-08-16T23:40:00Z,Silver,Weightlifting,Men's +105kg,Gor Minasyan
Armenia,ARM,2016-08-16T21:38:00Z,Gold,Wrestling,Men's Greco-Roman 98 kg,Artur Aleksanyan
Armenia,ARM,2016-08-16T20:38:00Z,Silver,Wrestling,Men's Greco-Roman 66 kg,Migran Arutyunyan
Armenia,ARM,2016-08-15T23:40:00Z,Silver,Weightlifting,Men's 105kg,Simon Martirosyan
Australia,AUS,2016-08-19T21:20:00Z,Gold,Modern Pentathlon,Women's Individual,Chloe Esposito
Australia,AUS,2016-08-19T15:20:00Z,Silver,Athletics,Men's 50km Walk,Jared Tallent
Australia,AUS,2016-08-18T18:05:00Z,Silver,Sailing,49er Men,Outteridge/Jensen
Australia,AUS,2016-08-18T17:50:00Z,Silver,Sailing,470 Men,Belcher/Ryan
Australia,AUS,2016-08-18T12:15:00Z,Bronze,Canoe Sprint,Men's Kayak Double 1000m,Wallace/Tame
Australia,AUS,2016-08-16T18:50:00Z,Silver,Sailing,Nacra 17 Mixed,Waterhouse/Darmanin
Australia,AUS,2016-08-16T17:50:00Z,Gold,Sailing,Laser Men,Tom Burton
Australia,AUS,2016-08-14T02:16:00Z,Bronze,Swimming,Men's 4 x 100m Medley Relay,Men's team
Australia,AUS,2016-08-14T02:01:00Z,Silver,Swimming,Women's 4 x 100m Medley Relay,Women's team
Australia,AUS,2016-08-13T20:39:00Z,Bronze,Cycling Track,Women's Keirin,Anna Meares
Australia,AUS,2016-08-13T13:52:00Z,Gold,Rowing,Women's Single Sculls,Kimberley Brennan
Australia,AUS,2016-08-12T21:50:00Z,Silver,Cycling Track,Men's Team Pursuit,Men's team
Australia,AUS,2016-08-12T19:10:00Z,Bronze,Athletics,Men's 20km Walk,Dane Bird-Smith
Australia,AUS,2016-08-12T14:34:00Z,Silver,Rowing,Men's Four,Men's team
Australia,AUS,2016-08-12T01:32:00Z,Silver,Swimming,Men's 200m Backstroke,Mitchell Larkin
Australia,AUS,2016-08-11T18:32:00Z,Bronze,Canoe Slalom,Kayak (K1) Women,Jessica Fox
Australia,AUS,2016-08-11T13:19:00Z,Silver,Rowing,Men's Quadruple Sculls,Men's team
Australia,AUS,2016-08-11T03:07:00Z,Silver,Swimming,Women's 4 x 200m Freestyle Relay,Women's team
Australia,AUS,2016-08-11T02:08:00Z,Gold,Swimming,Men's 100m Freestyle,Kyle Chalmers
Australia,AUS,2016-08-11T02:00:00Z,Silver,Swimming,Women's 200m Butterfly,Madeline Groves
Australia,AUS,2016-08-10T01:25:00Z,Bronze,Swimming,Women's 200m Freestyle,Emma McKeon
Australia,AUS,2016-08-09T15:32:00Z,Bronze,Equestrian,Eventing Team,Mixed team
Australia,AUS,2016-08-08T22:31:59Z,Gold,Rugby Sevens,Women,Women's team
Australia,AUS,2016-08-08T03:00:00Z,Bronze,Swimming,Men's 4 x 100m Freestyle Relay,Men's team
Australia,AUS,2016-08-07T20:00:00Z,Bronze,Diving,Women's Synchronised 3m Springboard,Keeney/Smith
Australia,AUS,2016-08-07T18:30:00Z,Gold,Shooting,Trap Women,Catherine Skinner
Australia,AUS,2016-08-07T02:32:00Z,Gold,Swimming,Women's 4 x 100m Freestyle Relay,Women's team
Australia,AUS,2016-08-07T01:38:00Z,Gold,Swimming,Men's 400m Freestyle,Mack Horton
Australia,AUS,2016-08-06T20:04:00Z,Bronze,Archery,Men's Team,Men's team
Austria,AUT,2016-08-16T18:50:00Z,Bronze,Sailing,Nacra 17 Mixed,Zajac/Frank
Azerbaijan,AZE,2016-08-21T18:23:28Z,Silver,Boxing,Men's Light Welter (64kg),Lorenzo Sotomayor Collazo
Azerbaijan,AZE,2016-08-21T18:23:00Z,Silver,Wrestling,Men's Freestyle 97 kg,Khetag Goziumov
Azerbaijan,AZE,2016-08-21T17:23:00Z,Silver,Wrestling,Men's Freestyle 65 kg,Toghrul Asgarov
Azerbaijan,AZE,2016-08-21T01:30:00Z,Gold,Taekwondo,Men +80kg,Radik Isaev
Azerbaijan,AZE,2016-08-20T20:08:00Z,Bronze,Wrestling,Men's Freestyle 86 kg,Sharif Sharifov
Azerbaijan,AZE,2016-08-20T01:00:00Z,Bronze,Taekwondo,Men -80kg,Milad Beigi Harchegani
Azerbaijan,AZE,2016-08-19T21:15:00Z,Bronze,Wrestling,Men's Freestyle 74 kg,Jabrayil Hasanov
Azerbaijan,AZE,2016-08-19T20:15:00Z,Bronze,Wrestling,Men's Freestyle 57 kg,Haji Aliyev
Azerbaijan,AZE,2016-08-18T20:10:00Z,Bronze,Wrestling,Women's Freestyle 53 kg,Natalya Sinishin
Azerbaijan,AZE,2016-08-18T18:03:02Z,Bronze,Boxing,Men's Middle (75kg),Kamran Shakhsuvarly
Azerbaijan,AZE,2016-08-18T12:30:00Z,Silver,Canoe Sprint,Men's Canoe Single 200m,Valentin Demyanenko
Azerbaijan,AZE,2016-08-18T00:15:00Z,Bronze,Taekwondo,Women -49kg,Patimat Abakarova
Azerbaijan,AZE,2016-08-17T20:45:00Z,Silver,Wrestling,Women's Freestyle 48 kg,Mariya Stadnik
Azerbaijan,AZE,2016-08-16T20:23:00Z,Bronze,Wrestling,Men's Greco-Roman 66 kg,Rasul Chunayev
Azerbaijan,AZE,2016-08-16T12:54:00Z,Bronze,Canoe Sprint,Women's Kayak Single 200m,Inna Osipenko-Rodomska
Azerbaijan,AZE,2016-08-15T20:32:00Z,Bronze,Wrestling,Men's Greco-Roman 130 kg,Sabah Shariati
Azerbaijan,AZE,2016-08-11T20:08:00Z,Silver,Judo,Men -100 kg,Elmar Gasimov
Azerbaijan,AZE,2016-08-08T20:08:00Z,Silver,Judo,Men -73 kg,Rustam Orujov
Bahamas,BAH,2016-08-21T01:38:00Z,Bronze,Athletics,Men's 4 x 400m Relay,Men's team
Bahamas,BAH,2016-08-16T02:06:00Z,Gold,Athletics,Women's 400m,Shaunae Miller
Burundi,BDI,2016-08-21T00:17:00Z,Silver,Athletics,Women's 800m,Francine Niyonsaba
Belgium,BEL,2016-08-18T21:27:52Z,Silver,Hockey,Men,Men's team
Belgium,BEL,2016-08-16T20:42:00Z,Bronze,Cycling Track,Women's Omnium,Jolien D'hoore
Belgium,BEL,2016-08-14T02:26:00Z,Gold,Athletics,Women's Heptathlon,Nafissatou Thiam
Belgium,BEL,2016-08-11T02:08:00Z,Silver,Swimming,Men's 100m Freestyle,Pieter Timmers
Belgium,BEL,2016-08-08T20:01:00Z,Bronze,Judo,Men -73 kg,Dirk van Tichelt
Belgium,BEL,2016-08-06T18:57:00Z,Gold,Cycling Road,Men's Road Race,Greg van Avermaet
Belarus,BLR,2016-08-20T21:08:00Z,Bronze,Wrestling,Men's Freestyle 125 kg,Ibrahim Saidau
Belarus,BLR,2016-08-20T12:54:00Z,Bronze,Canoe Sprint,Women's Kayak Four 500m,Women's team
Belarus,BLR,2016-08-20T01:25:00Z,Silver,Athletics,Men's Hammer Throw,Ivan Tsikhan
Belarus,BLR,2016-08-18T21:15:00Z,Silver,Wrestling,Women's Freestyle 63 kg,Maryia Mamashuk
Belarus,BLR,2016-08-15T20:08:00Z,Bronze,Wrestling,Men's Greco-Roman 85 kg,Javid Hamzatau
Belarus,BLR,2016-08-14T01:08:00Z,Bronze,Swimming,Women's 50m Freestyle,Aliaksandra Herasimenia
Belarus,BLR,2016-08-13T23:40:00Z,Silver,Weightlifting,Men's 94kg,Vadzim Straltsou
Belarus,BLR,2016-08-13T19:13:00Z,Gold,Gymnastics Trampoline,Men,Uladzislau Hancharou
Belarus,BLR,2016-08-12T20:10:00Z,Silver,Weightlifting,Women's 75kg,Darya Naumava
Brazil,BRA,2016-08-21T17:58:00Z,Gold,Volleyball,Men,Men's team
Brazil,BRA,2016-08-21T00:30:00Z,Bronze,Taekwondo,Men +80kg,Maicon Siqueira
Brazil,BRA,2016-08-20T23:10:12Z,Gold,Football,Men,Men's team
Brazil,BRA,2016-08-20T12:29:00Z,Silver,Canoe Sprint,Men's Canoe Double 1000m,de Souza Silva/Queiroz dos Santos
Brazil,BRA,2016-08-19T03:46:28Z,Gold,Beach Volleyball,Men,Cerutti/Oscar Schmidt
Brazil,BRA,2016-08-18T18:50:00Z,Gold,Sailing,49er FX Women,Grael/Kunze
Brazil,BRA,2016-08-18T12:30:00Z,Bronze,Canoe Sprint,Men's Canoe Single 200m,Isaquias Queiroz dos Santos
Brazil,BRA,2016-08-18T03:42:17Z,Silver,Beach Volleyball,Women,Bednarczuk/Seixas de Freitas
Brazil,BRA,2016-08-16T22:35:19Z,Gold,Boxing,Men's Light (60kg),Robson Conceicao
Brazil,BRA,2016-08-16T12:15:00Z,Silver,Canoe Sprint,Men's Canoe Single 1000m,Isaquias Queiroz dos Santos
Brazil,BRA,2016-08-16T02:46:00Z,Gold,Athletics,Men's Pole Vault,Thiago Braz da Silva
Brazil,BRA,2016-08-15T17:30:00Z,Silver,Gymnastics Artistic,Men's Rings,Arthur Zanetti
Brazil,BRA,2016-08-15T14:30:00Z,Bronze,Marathon Swimming,Women's 10km,Poliana Okimoto
Brazil,BRA,2016-08-14T17:30:00Z,Bronze,Gymnastics Artistic,Men's Floor Exercise,Arthur Mariano
Brazil,BRA,2016-08-14T17:30:00Z,Silver,Gymnastics Artistic,Men's Floor Exercise,Diego Hypolito
Brazil,BRA,2016-08-12T19:54:00Z,Bronze,Judo,Men +100 kg,Rafael Silva
Brazil,BRA,2016-08-11T19:33:00Z,Bronze,Judo,Women -78 kg,Mayra Aguiar
Brazil,BRA,2016-08-08T19:47:00Z,Gold,Judo,Women -57 kg,Rafaela Silva
Brazil,BRA,2016-08-06T19:00:00Z,Silver,Shooting,10m Air Pistol Men,Felipe Almeida Wu
Bahrain,BRN,2016-08-15T14:25:00Z,Gold,Athletics,Women's 3000m Steeplechase,Ruth Jebet
Bahrain,BRN,2016-08-14T15:30:00Z,Silver,Athletics,Women's Marathon,Eunice Jepkirui Kirwa
Bulgaria,BUL,2016-08-21T15:30:00Z,Bronze,Gymnastics Rhythmic,Group All-Around,Women's team
Bulgaria,BUL,2016-08-21T01:29:00Z,Silver,Athletics,Women's High Jump,Mirela Demireva
Bulgaria,BUL,2016-08-17T20:30:00Z,Bronze,Wrestling,Women's Freestyle 48 kg,Elitsa Atanasova Yankova
Canada,CAN,2016-08-20T17:15:00Z,Bronze,Cycling Mountain Bike,Women's Cross-country,Catharine Pendrel
Canada,CAN,2016-08-20T01:36:00Z,Bronze,Athletics,Men's 4 x 100m Relay,Men's team
Canada,CAN,2016-08-19T17:50:29Z,Bronze,Football,Women,Women's team
Canada,CAN,2016-08-19T17:20:00Z,Bronze,Equestrian,Jumping Individual,Eric Lamaze
Canada,CAN,2016-08-19T01:31:00Z,Silver,Athletics,Men's 200m,Andre de Grasse
Canada,CAN,2016-08-19T01:01:00Z,Bronze,Athletics,Men's Decathlon,Damian Warner
Canada,CAN,2016-08-18T22:00:00Z,Gold,Wrestling,Women's Freestyle 75 kg,Erica Elizabeth Wiebe
Canada,CAN,2016-08-18T20:15:00Z,Bronze,Diving,Women's 10m Platform,Meaghan Benfeito
Canada,CAN,2016-08-17T01:36:00Z,Gold,Athletics,Men's High Jump,Derek Drouin
Canada,CAN,2016-08-15T01:26:00Z,Bronze,Athletics,Men's 100m,Andre de Grasse
Canada,CAN,2016-08-14T02:26:00Z,Bronze,Athletics,Women's Heptathlon,Brianne Theisen Eaton
Canada,CAN,2016-08-13T20:14:00Z,Bronze,Cycling Track,Women's Team Pursuit,Women's team
Canada,CAN,2016-08-13T01:09:00Z,Bronze,Swimming,Women's 200m Backstroke,Hilary Caldwell
Canada,CAN,2016-08-12T19:22:00Z,Gold,Gymnastics Trampoline,Women,Rosannagh Maclennan
Canada,CAN,2016-08-12T13:39:00Z,Silver,Rowing,Lightweight Women's Double Sculls,Jennerich/Obee
Canada,CAN,2016-08-12T02:23:00Z,Gold,Swimming,Women's 100m Freestyle,Penny Oleksiak
Canada,CAN,2016-08-11T03:07:00Z,Bronze,Swimming,Women's 4 x 200m Freestyle Relay,Women's team
Canada,CAN,2016-08-09T20:00:00Z,Bronze,Diving,Women's Synchronised 10m Platform,Benfeito/Filion
Canada,CAN,2016-08-09T01:35:00Z,Bronze,Swimming,Women's 100m Backstroke,Kylie Masse
Canada,CAN,2016-08-08T21:57:59Z,Bronze,Rugby Sevens,Women,Women's team
Canada,CAN,2016-08-08T01:08:00Z,Silver,Swimming,Women's 100m Butterfly,Penny Oleksiak
Canada,CAN,2016-08-07T02:32:00Z,Bronze,Swimming,Women's 4 x 100m Freestyle Relay,Women's team
China,CHN,2016-08-21T03:01:00Z,Gold,Volleyball,Women,Women's team
China,CHN,2016-08-21T01:15:00Z,Gold,Taekwondo,Women +67kg,Shuyin Zheng
China,CHN,2016-08-20T20:55:00Z,Gold,Diving,Men's 10m Platform,Aisen Chen
China,CHN,2016-08-20T16:36:59Z,Bronze,Golf,Women's Individual Stroke Play,Shanshan Feng
China,CHN,2016-08-20T13:10:00Z,Gold,Badminton,Men's Singles,Long Chen
China,CHN,2016-08-19T19:27:30Z,Silver,Boxing,Women's Light (57-60kg),Junhua Yin
China,CHN,2016-08-19T19:15:00Z,Bronze,Athletics,Women's 20km Walk,Xiuzhi Lu
China,CHN,2016-08-19T19:15:00Z,Gold,Athletics,Women's 20km Walk,Hong Liu
China,CHN,2016-08-19T19:10:17Z,Bronze,Boxing,Women's Middle (69-75kg),Qian Li
China,CHN,2016-08-19T17:28:37Z,Bronze,Boxing,Men's Fly (52kg),Jianguan Hu
China,CHN,2016-08-19T16:00:00Z,Silver,Synchronised Swimming,Teams,Women's team
China,CHN,2016-08-19T15:00:00Z,Gold,Badminton,Men's Doubles,Fu/Zhang
China,CHN,2016-08-18T21:40:00Z,Bronze,Wrestling,Women's Freestyle 75 kg,Fengliu Zhang
China,CHN,2016-08-18T20:15:00Z,Silver,Diving,Women's 10m Platform,Yajie Si
China,CHN,2016-08-18T20:15:00Z,Gold,Diving,Women's 10m Platform,Qian Ren
China,CHN,2016-08-18T17:11:54Z,Bronze,Boxing,Women's Fly (48-51kg),Cancan Ren
China,CHN,2016-08-18T01:30:00Z,Gold,Taekwondo,Men -58kg,Shuai Zhao
China,CHN,2016-08-18T01:10:00Z,Gold,Table Tennis,Men's Team,Men's team
China,CHN,2016-08-17T20:15:00Z,Bronze,Wrestling,Women's Freestyle 48 kg,Yanan Sun
China,CHN,2016-08-17T00:00:00Z,Bronze,Badminton,Mixed Doubles,Zhang/Zhao
China,CHN,2016-08-16T23:55:00Z,Gold,Table Tennis,Women's Team,Women's team
China,CHN,2016-08-16T22:45:00Z,Gold,Diving,Men's 3m Springboard,Yuan Cao
China,CHN,2016-08-16T18:00:00Z,Silver,Synchronised Swimming,Duets,Huang/Sun
China,CHN,2016-08-16T14:15:00Z,Bronze,Athletics,Men's Triple Jump,Bin Dong
China,CHN,2016-08-15T15:00:00Z,Silver,Athletics,Women's Hammer Throw,Wenxiu Zhang
China,CHN,2016-08-14T23:40:00Z,Gold,Weightlifting,Women's +75kg,Suping Meng
China,CHN,2016-08-14T20:15:00Z,Silver,Diving,Women's 3m Springboard,Zi He
China,CHN,2016-08-14T20:15:00Z,Gold,Diving,Women's 3m Springboard,Tingmao Shi
China,CHN,2016-08-14T17:35:00Z,Silver,Sailing,RS:X Women,Peina Chen
China,CHN,2016-08-13T19:13:00Z,Bronze,Gymnastics Trampoline,Men,Lei Gao
China,CHN,2016-08-13T19:13:00Z,Silver,Gymnastics Trampoline,Men,Dong Dong
China,CHN,2016-08-13T16:15:00Z,Bronze,Shooting,25m Rapid Fire Pistol Men,Yuehong Li
China,CHN,2016-08-13T13:52:00Z,Bronze,Rowing,Women's Single Sculls,Jingli Duan
China,CHN,2016-08-12T23:40:00Z,Silver,Weightlifting,Men's 85kg,Tao Tian
China,CHN,2016-08-12T21:08:00Z,Gold,Cycling Track,Women's Team Sprint,Gong/Zhong
China,CHN,2016-08-12T19:40:00Z,Bronze,Judo,Women +78 kg,Song Yu
China,CHN,2016-08-12T19:22:00Z,Bronze,Gymnastics Trampoline,Women,Dan Li
China,CHN,2016-08-12T19:10:00Z,Silver,Athletics,Men's 20km Walk,Zelin Cai
China,CHN,2016-08-12T19:10:00Z,Gold,Athletics,Men's 20km Walk,Zhen Wang
China,CHN,2016-08-12T13:39:00Z,Bronze,Rowing,Lightweight Women's Double Sculls,Huang/Pan
China,CHN,2016-08-12T02:07:00Z,Bronze,Swimming,Men's 200m Individual Medley,Shun Wang
China,CHN,2016-08-12T01:23:00Z,Bronze,Swimming,Women's 200m Breaststroke,Jinglin Shi
China,CHN,2016-08-12T01:07:00Z,Silver,Table Tennis,Men's Singles,Jike Zhang
China,CHN,2016-08-12T01:07:00Z,Gold,Table Tennis,Men's Singles,Long Ma
China,CHN,2016-08-11T22:30:00Z,Silver,Fencing,Women's ÃpÃ©e Team,Women's team
China,CHN,2016-08-11T16:00:00Z,Bronze,Shooting,50m Rifle 3 Positions Women,Li Du
China,CHN,2016-08-11T16:00:00Z,Silver,Shooting,50m Rifle 3 Positions Women,Binbin Zhang
China,CHN,2016-08-11T01:44:00Z,Silver,Table Tennis,Women's Singles,Xiaoxia Li
China,CHN,2016-08-11T01:44:00Z,Gold,Table Tennis,Women's Singles,Ning Ding
China,CHN,2016-08-10T23:40:00Z,Silver,Weightlifting,Men's 77kg,Xiaojun Lyu
China,CHN,2016-08-10T20:10:00Z,Gold,Weightlifting,Women's 69kg,Yanmei Xiang
China,CHN,2016-08-10T20:01:00Z,Bronze,Judo,Men -90 kg,Xunzhao Cheng
China,CHN,2016-08-10T20:00:00Z,Bronze,Diving,Men's Synchronised 3m Springboard,Cao/Qin
China,CHN,2016-08-09T23:40:00Z,Gold,Weightlifting,Men's 69kg,Zhiyong Shi
China,CHN,2016-08-09T20:55:00Z,Bronze,Gymnastics Artistic,Women's Team,Women's team
China,CHN,2016-08-09T20:10:00Z,Gold,Weightlifting,Women's 63kg,Wei Deng
China,CHN,2016-08-09T20:00:00Z,Gold,Diving,Women's Synchronised 10m Platform,Chen/Liu
China,CHN,2016-08-09T01:43:00Z,Silver,Swimming,Men's 100m Backstroke,Jiayu Xu
China,CHN,2016-08-09T01:35:00Z,Bronze,Swimming,Women's 100m Backstroke,Yuanhui Fu
China,CHN,2016-08-09T01:27:00Z,Gold,Swimming,Men's 200m Freestyle,Yang Sun
China,CHN,2016-08-08T21:40:00Z,Bronze,Gymnastics Artistic,Men's Team,Men's team
China,CHN,2016-08-08T20:00:00Z,Gold,Diving,Men's Synchronised 10m Platform,Chen/Lin
China,CHN,2016-08-07T23:40:00Z,Gold,Weightlifting,Men's 56kg,Qingquan Long
China,CHN,2016-08-07T20:00:00Z,Gold,Diving,Women's Synchronised 3m Springboard,Shi/Wu
China,CHN,2016-08-07T14:30:00Z,Gold,Shooting,10m Air Pistol Women,Mengxue Zhang
China,CHN,2016-08-07T01:38:00Z,Silver,Swimming,Men's 400m Freestyle,Yang Sun
China,CHN,2016-08-06T20:45:00Z,Bronze,Fencing,Women's ÃpÃ©e Individual,Yiwen Sun
China,CHN,2016-08-06T19:00:00Z,Bronze,Shooting,10m Air Pistol Men,Wei Pang
China,CHN,2016-08-06T14:00:00Z,Bronze,Shooting,10m Air Rifle Women,Siling Yi
China,CHN,2016-08-06T14:00:00Z,Silver,Shooting,10m Air Rifle Women,Li Du
Ivory Coast,CIV,2016-08-20T01:30:00Z,Gold,Taekwondo,Men -80kg,Cheick Sallah Junior Cisse
Ivory Coast,CIV,2016-08-20T00:15:00Z,Bronze,Taekwondo,Women -67kg,Ruth Marie Christelle Gbagbi
Colombia,COL,2016-08-19T18:15:00Z,Bronze,Cycling BMX,Men,Carlos Alberto Ramirez Yepes
Colombia,COL,2016-08-19T18:05:00Z,Gold,Cycling BMX,Women,Mariana Pajon
Colombia,COL,2016-08-18T17:28:26Z,Bronze,Boxing,Women's Fly (48-51kg),Ingrit Lorena Valencia Victoria
Colombia,COL,2016-08-15T01:20:00Z,Gold,Athletics,Women's Triple Jump,Caterine Ibarguen
Colombia,COL,2016-08-14T17:52:32Z,Silver,Boxing,Men's Light Fly (46-49kg),Yurberjen Herney Martinez
Colombia,COL,2016-08-10T19:47:00Z,Silver,Judo,Women -70 kg,Yuri Alvear
Colombia,COL,2016-08-09T23:40:00Z,Bronze,Weightlifting,Men's 69kg,Luis Javier Mosquera Lozano
Colombia,COL,2016-08-08T23:40:00Z,Gold,Weightlifting,Men's 62kg,Oscar Albeiro Figueroa Mosquera
Croatia,CRO,2016-08-21T01:29:00Z,Bronze,Athletics,Women's High Jump,Blanka Vlasic
Croatia,CRO,2016-08-20T21:57:03Z,Silver,Water Polo,Men,Men's team
Croatia,CRO,2016-08-19T18:19:57Z,Bronze,Boxing,Men's Super Heavy (+91kg),Filip Hrgovic
Croatia,CRO,2016-08-19T01:20:00Z,Gold,Athletics,Women's Javelin Throw,Sara Kolak
Croatia,CRO,2016-08-18T17:50:00Z,Gold,Sailing,470 Men,Fantela/Marenic
Croatia,CRO,2016-08-16T17:50:00Z,Silver,Sailing,Laser Men,Tonci Stipanovic
Croatia,CRO,2016-08-16T15:25:00Z,Gold,Athletics,Women's Discus Throw,Sandra Perkovic
Croatia,CRO,2016-08-13T13:39:00Z,Silver,Rowing,Men's Single Sculls,Damir Martin
Croatia,CRO,2016-08-11T14:31:00Z,Gold,Rowing,Men's Double Sculls,Sinkovic/Sinkovic
Croatia,CRO,2016-08-08T19:00:00Z,Gold,Shooting,Trap Men,Josip Glasnovic
Cuba,CUB,2016-08-20T18:23:07Z,Gold,Boxing,Men's Middle (75kg),Arlen Lopez
Cuba,CUB,2016-08-20T17:29:44Z,Gold,Boxing,Men's Bantam (56kg),Robeisy Ramirez
Cuba,CUB,2016-08-18T18:36:54Z,Gold,Boxing,Men's Light Heavy (81kg),Julio Cesar la Cruz
Cuba,CUB,2016-08-16T21:38:00Z,Silver,Wrestling,Men's Greco-Roman 98 kg,Yasmany Daniel Lugo Cabrera
Cuba,CUB,2016-08-16T15:25:00Z,Bronze,Athletics,Women's Discus Throw,Denia Caballero
Cuba,CUB,2016-08-15T20:48:00Z,Gold,Wrestling,Men's Greco-Roman 130 kg,Mijain Lopez Nunez
Cuba,CUB,2016-08-14T20:24:00Z,Gold,Wrestling,Men's Greco-Roman 59 kg,Ismael Borrero Molina
Cuba,CUB,2016-08-14T15:56:46Z,Bronze,Boxing,Men's Light (60kg),Lazaro Jorge Alvarez
Cuba,CUB,2016-08-13T22:07:27Z,Bronze,Boxing,Men's Heavy (91kg),Erislandy Savon
Cuba,CUB,2016-08-12T19:47:00Z,Silver,Judo,Women +78 kg,Idalys Ortiz
Cuba,CUB,2016-08-12T15:18:20Z,Bronze,Boxing,Men's Light Fly (46-49kg),Joahnys Argilagos
Czech Republic,CZE,2016-08-21T17:15:00Z,Silver,Cycling Mountain Bike,Men's Cross-country,Jaroslav Kulhavy
Czech Republic,CZE,2016-08-20T13:19:00Z,Bronze,Canoe Sprint,Men's Kayak Four 1000m,Men's team
Czech Republic,CZE,2016-08-19T01:20:00Z,Bronze,Athletics,Women's Javelin Throw,Barbora Spotakova
Czech Republic,CZE,2016-08-16T13:19:00Z,Silver,Canoe Sprint,Men's Kayak Single 1000m,Josef Dostal
Czech Republic,CZE,2016-08-14T16:30:00Z,Bronze,Tennis,Mixed Doubles,Hradecka/Stepanek
Czech Republic,CZE,2016-08-13T18:00:00Z,Bronze,Tennis,Women's Doubles,Safarova/Strycova
Czech Republic,CZE,2016-08-13T16:30:00Z,Bronze,Tennis,Women's Singles,Petra Kvitova
Czech Republic,CZE,2016-08-13T13:39:00Z,Bronze,Rowing,Men's Single Sculls,Ondrej Synek
Czech Republic,CZE,2016-08-11T20:08:00Z,Gold,Judo,Men -100 kg,Lukas Krpalek
Czech Republic,CZE,2016-08-10T18:47:00Z,Bronze,Canoe Slalom,Kayak (K1) Men,Jiri Prskavec
Denmark,DEN,2016-08-21T18:27:54Z,Gold,Handball,Men,Men's team
Denmark,DEN,2016-08-20T12:20:00Z,Bronze,Badminton,Men's Singles,Viktor Axelsen
Denmark,DEN,2016-08-19T01:16:00Z,Silver,Athletics,Women's 400m Hurdles,Sara Slott Petersen
Denmark,DEN,2016-08-18T18:50:00Z,Bronze,Sailing,49er FX Women,Hansen/Salskov-Iversen
Denmark,DEN,2016-08-18T15:30:00Z,Silver,Badminton,Women's Doubles,Pedersen/Rytter juhl
Denmark,DEN,2016-08-18T13:18:00Z,Silver,Canoe Sprint,Women's Kayak Single 500m,Emma Jorgensen
Denmark,DEN,2016-08-16T17:05:00Z,Bronze,Sailing,Laser Radial Women,Anne-Marie Rindom
Denmark,DEN,2016-08-15T21:15:00Z,Bronze,Cycling Track,Men's Omnium,Lasse Norman Hansen
Denmark,DEN,2016-08-14T20:48:00Z,Silver,Wrestling,Men's Greco-Roman 75 kg,Mark Overgaard Madsen
Denmark,DEN,2016-08-14T02:01:00Z,Bronze,Swimming,Women's 4 x 100m Medley Relay,Women's team
Denmark,DEN,2016-08-14T01:08:00Z,Gold,Swimming,Women's 50m Freestyle,Pernille Blume
Denmark,DEN,2016-08-12T21:42:00Z,Bronze,Cycling Track,Men's Team Pursuit,Men's team
Denmark,DEN,2016-08-12T14:13:00Z,Bronze,Rowing,Women's Pair,Rasmussen/Andersen
Denmark,DEN,2016-08-11T14:51:00Z,Silver,Rowing,Lightweight Men's Four,Men's team
Denmark,DEN,2016-08-06T18:57:00Z,Silver,Cycling Road,Men's Road Race,Jakob Fuglsang
Dominican Republic,DOM,2016-08-18T00:30:00Z,Bronze,Taekwondo,Men -58kg,Luisito Pie
Egypt,EGY,2016-08-19T00:15:00Z,Bronze,Taekwondo,Women -57kg,Hedaya Wahba
Egypt,EGY,2016-08-10T23:40:00Z,Bronze,Weightlifting,Men's 77kg,Mohamed Mahmoud
Egypt,EGY,2016-08-10T20:10:00Z,Bronze,Weightlifting,Women's 69kg,Sara Ahmed
Spain,ESP,2016-08-21T17:15:00Z,Bronze,Cycling Mountain Bike,Men's Cross-country,Carlos Coloma Nicolas
Spain,ESP,2016-08-21T16:22:09Z,Bronze,Basketball,Men,Men's team
Spain,ESP,2016-08-21T15:30:00Z,Silver,Gymnastics Rhythmic,Group All-Around,Women's team
Spain,ESP,2016-08-21T01:29:00Z,Gold,Athletics,Women's High Jump,Ruth Beitia
Spain,ESP,2016-08-20T20:08:32Z,Silver,Basketball,Women,Women's team
Spain,ESP,2016-08-20T12:14:00Z,Bronze,Canoe Sprint,Men's Kayak Single 200m,Saul Craviotto
Spain,ESP,2016-08-19T14:15:00Z,Gold,Badminton,Women's Singles,Carolina Marin
Spain,ESP,2016-08-19T01:15:00Z,Silver,Taekwondo,Women -57kg,Eva Calvo Gomez
Spain,ESP,2016-08-19T00:30:00Z,Bronze,Taekwondo,Men -68kg,Joel Gonzalez Bonilla
Spain,ESP,2016-08-18T12:54:00Z,Gold,Canoe Sprint,Men's Kayak Double 200m,Craviotto/Toro
Spain,ESP,2016-08-17T01:46:00Z,Silver,Athletics,Men's 110m Hurdles,Orlando Ortega
